revenue_id,order_id,payment_date,amount_paid_usd,payment_status,refund_amount_usd
AMA-R14105,AMA-O9383,07/02/2025,231.28,Paid,0.0
AMA-R17608,AMA-O8315,2024-01-12,131.72,Refunded,0.0
AMA-R14833,AMA-O11249,2024-10-25,720.3,Paid,720.3
AMA-R16373,AMA-O12896,2025-05-26,156.92,Paid,0.0
AMA-R17422,AMA-O14745,2025-04-02,94.62,Paid,94.62
AMA-R15902,AMA-O6092,2025-09-26,239.48,Paid,239.48
AMA-R9598,AMA-O7919,2023-09-09,1816.44,Paid,0.0
AMA-R9655,AMA-O14797,05-Apr-2025,111.2,Paid,0.0
AMA-R16134,AMA-O14471,08/07/2025,173.55,Paid,0.0
AMA-R13609,AMA-O12157,2025-07-16,150.52,Paid,0.0
AMA-R9502,AMA-O12880,09/06/2024,676.92,Paid,0.0
AMA-R11053,AMA-O6614,2023-10-16,137.62,Paid,0.0
AMA-R17115,AMA-O5169,25-Aug-2024,76.65,Refunded,0.0
AMA-R9506,AMA-O6502,06/16/2025,2826.25,Paid,0.0
AMA-R15505,AMA-O14111,2024-04-29,167.45,Paid,0.0
AMA-R9234,AMA-O8592,15-Feb-2024,12.92,Paid,12.92
AMA-R18334,AMA-O7989,21-Mar-2024,43.85,Pending,0.0
AMA-R14823,AMA-O9167,2024-01-22,1415.9,Paid,0.0
AMA-R10277,AMA-O6905,2024-10-10,117.4,Paid,0.0
AMA-R14665,AMA-O9066,2024-07-16,,Pending,27.74
AMA-R9630,AMA-O8721,09/09/2024,536.8,Paid,0.0
AMA-R11011,AMA-O6067,15-Feb-2023,243.42,Paid,0.0
AMA-R11762,AMA-O8086,26-May-2025,1546.52,Paid,1546.52
AMA-R16113,AMA-O6039,25-Nov-2023,920.0,Paid,0.0
AMA-R11860,AMA-O9419,04/28/2024,92.04,Paid,92.04
AMA-R13393,AMA-O11264,2025-12-27,310.45,Refunded,0.0
AMA-R11451,AMA-O14228,2023-04-05,64.72,Paid,0.0
AMA-R17315,AMA-O11536,09-Aug-2024,112.47,Refunded,0.0
AMA-R17789,AMA-O9479,23-Sep-2023,445.3,Paid,0.0
AMA-R18420,AMA-O5862,2024-11-19,289.38,Paid,0.0
AMA-R11822,AMA-O12344,12/09/2024,97.05,Paid,97.05
AMA-R12105,AMA-O12261,05/15/2025,115.58,Paid,0.0
AMA-R9831,AMA-O9367,13-May-2025,23.91,Refunded,0.0
AMA-R14668,AMA-O11929,12/04/2024,261.56,Paid,0.0
AMA-R14719,AMA-O6585,2023-03-05,498.23,Paid,0.0
AMA-R16271,AMA-O9397,27-Oct-2024,,Paid,0.0
AMA-R12058,AMA-O6045,29-Oct-2025,96.84,Paid,0.0
AMA-R11988,AMA-O5225,10-Jul-2024,273.54,Paid,273.54
AMA-R12731,AMA-O10286,29-Jan-2024,113.4,Paid,113.4
AMA-R9882,AMA-O10420,20-Nov-2024,991.7,Paid,0.0
AMA-R14065,AMA-O5766,16-Jan-2025,9.34,Paid,0.0
AMA-R14078,AMA-O14245,2025-08-15,824.94,Refunded,281.51
AMA-R16655,AMA-O6471,03/13/2025,1159.0,Paid,0.0
AMA-R13414,AMA-O8646,2024-11-22,774.4,Paid,774.4
AMA-R15071,AMA-O5863,20-Dec-2023,69.1,Refunded,0.0
AMA-R9577,AMA-O14870,01/10/2024,337.04,Paid,0.0
AMA-R10830,AMA-O11529,14-Aug-2025,1172.7,Refunded,0.0
AMA-R16165,AMA-O7632,18-Sep-2024,626.43,Paid,626.43
AMA-R18203,AMA-O13071,2025-02-16,112.02,Paid,0.0
AMA-R17799,AMA-O8044,25-May-2025,,Paid,160.23
AMA-R11091,AMA-O14595,2023-02-23,173.68,Pending,0.0
AMA-R12416,AMA-O11503,2024-01-17,183.51,Paid,0.0
AMA-R11462,AMA-O8704,05/02/2023,71.62,Paid,0.0
AMA-R14096,AMA-O11247,2023-04-21,80.94,Refunded,0.0
AMA-R16384,AMA-O9500,07/09/2023,34.29,Paid,0.0
AMA-R10855,AMA-O14517,13-Nov-2023,374.8,Paid,374.8
AMA-R15567,AMA-O13913,2025-08-03,599.0,Paid,0.0
AMA-R15310,AMA-O9629,2024-01-04,6.03,Paid,0.0
AMA-R18344,AMA-O6509,01/11/2024,107.51,Paid,0.0
AMA-R15660,AMA-O12837,2023-01-11,943.08,Paid,943.08
AMA-R12659,AMA-O14194,10-Feb-2024,664.11,Paid,0.0
AMA-R17550,AMA-O8386,16-Sep-2023,262.2,Paid,0.0
AMA-R13565,AMA-O6441,08/20/2025,,Paid,0.0
AMA-R17707,AMA-O11729,25-Jan-2025,161.52,Paid,26.8
AMA-R18434,AMA-O11957,18-Jul-2023,285.85,Paid,285.85
AMA-R9865,AMA-O9758,04/02/2025,103.9,Paid,103.9
AMA-R9625,AMA-O10823,12/15/2024,1304.94,Refunded,0.0
AMA-R10110,AMA-O7307,2025-09-03,77.0,Paid,0.0
AMA-R12200,AMA-O13364,21-Jan-2024,33.19,Paid,33.19
AMA-R18126,AMA-O14554,30-May-2025,173.45,Refunded,0.0
AMA-R10163,AMA-O8108,2023-10-02,287.28,Paid,0.0
AMA-R18311,AMA-O9827,10-Jan-2025,478.4,Paid,0.0
AMA-R17037,AMA-O11368,15-Jul-2025,16.18,Paid,0.0
AMA-R12718,AMA-O10125,17-Jun-2023,57.16,Paid,0.0
AMA-R9488,AMA-O12042,10/28/2025,152.12,Paid,0.0
AMA-R9034,AMA-O11627,2024-09-30,497.88,Paid,0.0
AMA-R12188,AMA-O14638,2023-07-01,150.7,Paid,0.0
AMA-R16984,AMA-O8463,2025-10-22,704.16,Paid,704.16
AMA-R15433,AMA-O7860,06/15/2023,181.2,Paid,181.2
AMA-R16804,AMA-O7930,02/02/2025,19.41,Refunded,0.0
AMA-R18166,AMA-O7852,06/23/2024,724.24,Paid,0.0
AMA-R14283,AMA-O6442,14-Dec-2023,228.16,Refunded,0.0
AMA-R13008,AMA-O12162,16-Dec-2025,13.68,Refunded,0.0
AMA-R17192,AMA-O6934,2025-07-28,1038.66,Paid,0.0
AMA-R9440,AMA-O6373,11/26/2023,92.0,Paid,0.0
AMA-R15318,AMA-O13718,2023-06-25,112.65,Pending,0.0
AMA-R15030,AMA-O8072,04/18/2024,107.4,Paid,0.0
AMA-R10628,AMA-O7056,22-Nov-2025,71.04,Paid,0.0
AMA-R15741,AMA-O12065,08-Feb-2024,804.12,Pending,0.0
AMA-R9733,AMA-O13093,2024-07-16,114.25,Paid,0.0
AMA-R9944,AMA-O13571,01-Jun-2025,217.65,Pending,0.0
AMA-R11918,AMA-O5799,05-Oct-2024,879.86,Paid,879.86
AMA-R10103,AMA-O5884,23-Dec-2025,407.16,Paid,0.0
AMA-R13157,AMA-O8748,2025-08-24,106.12,Paid,106.12
AMA-R11360,AMA-O8593,03/01/2023,73.49,Pending,0.0
AMA-R17045,AMA-O11908,09/07/2023,72.25,Paid,0.0
AMA-R15586,AMA-O10401,2025-02-05,89.4,Paid,89.4
AMA-R15135,AMA-O13373,02-Jun-2023,252.2,Refunded,0.0
AMA-R13236,AMA-O8759,01/04/2024,100.56,Paid,0.0
AMA-R9888,AMA-O8452,2023-06-28,27.96,Paid,0.0
AMA-R12586,AMA-O14039,06/14/2025,144.38,Paid,0.0
AMA-R13612,AMA-O6718,2025-05-13,77.82,Paid,0.0
AMA-R12215,AMA-O6841,2024-03-20,206.76,Paid,0.0
AMA-R13823,AMA-O14161,2024-11-15,188.16,Paid,188.16
AMA-R10361,AMA-O6164,09/25/2023,178.72,Refunded,0.0
AMA-R14024,AMA-O9304,11/30/2024,123.68,Paid,0.0
AMA-R11081,AMA-O8582,03/23/2025,106.25,Paid,0.0
AMA-R17186,AMA-O10172,2023-07-27,28.22,Paid,0.0
AMA-R9320,AMA-O10257,2023-09-20,224.15,Paid,0.0
AMA-R9377,AMA-O13721,2024-04-21,3150.0,Paid,0.0
AMA-R13455,AMA-O10051,07/12/2025,639.42,Pending,0.0
AMA-R14377,AMA-O9131,04/17/2025,218.4,Paid,0.0
AMA-R13730,AMA-O13380,09/27/2024,407.25,Paid,0.0
AMA-R9357,AMA-O6948,06/26/2023,1947.69,Paid,0.0
AMA-R13954,AMA-O6791,06/08/2024,183.32,Paid,0.0
AMA-R10271,AMA-O7137,2025-09-06,23.21,Paid,0.0
AMA-R16527,AMA-O10431,2025-02-27,57.01,Paid,0.0
AMA-R15210,AMA-O13044,18-Mar-2024,134.03,Refunded,0.0
AMA-R11907,AMA-O14930,2023-12-12,,Paid,0.0
AMA-R17257,AMA-O9040,02/24/2024,28.98,Paid,0.0
AMA-R14491,AMA-O11065,25-Oct-2024,86.73,Paid,30.25
AMA-R15081,AMA-O6884,04/01/2024,100.52,Paid,0.0
AMA-R13399,AMA-O11062,10/08/2024,477.34,Paid,0.0
AMA-R11484,AMA-O12180,05-Jan-2024,183.82,Paid,0.0
AMA-R16212,AMA-O10988,2023-06-12,14.7,Paid,3.54
AMA-R11114,AMA-O13689,2023-02-20,1024.86,Paid,0.0
AMA-R14217,AMA-O5409,07/14/2025,252.27,Paid,252.27
AMA-R14758,AMA-O5655,01/23/2024,175.96,Paid,0.0
AMA-R14507,AMA-O7443,02/11/2024,27.53,Paid,0.0
AMA-R13791,AMA-O11780,09/27/2024,238.55,Paid,238.55
AMA-R16625,AMA-O6973,2023-08-12,307.41,Refunded,132.07
AMA-R17367,AMA-O9886,09-Jan-2025,38.73,Paid,0.0
AMA-R17771,AMA-O13579,11/09/2023,355.44,Refunded,0.0
AMA-R11242,AMA-O6695,06/24/2025,177.36,Paid,0.0
AMA-R14512,AMA-O10246,2025-12-17,95.36,Paid,0.0
AMA-R15703,AMA-O9458,2024-06-11,315.36,Paid,0.0
AMA-R13065,AMA-O12450,2023-10-25,117.92,Paid,0.0
AMA-R16872,AMA-O13817,08/25/2024,1483.45,Paid,0.0
AMA-R11142,AMA-O6543,05/03/2023,,Paid,0.0
AMA-R11604,AMA-O10448,19-May-2025,282.4,Paid,0.0
AMA-R9748,AMA-O9666,13-Jul-2023,94.76,Refunded,0.0
AMA-R10991,AMA-O9615,02/24/2025,56.64,Paid,0.0
AMA-R15329,AMA-O11138,01-Oct-2025,191.34,Refunded,0.0
AMA-R10528,AMA-O7493,31-May-2025,3142.48,Refunded,0.0
AMA-R17964,AMA-O5529,2025-11-07,115.32,Paid,0.0
AMA-R17385,AMA-O5085,08/17/2025,428.12,Paid,0.0
AMA-R12820,AMA-O10193,02/23/2025,,Paid,0.0
AMA-R17515,AMA-O5631,2023-04-04,123.55,Paid,123.55
AMA-R10995,AMA-O9360,04/11/2024,284.46,Paid,0.0
AMA-R9120,AMA-O13999,2024-11-19,202.76,Paid,0.0
AMA-R17567,AMA-O9898,04/04/2025,236.74,Refunded,0.0
AMA-R17086,AMA-O9157,14-Aug-2024,572.16,Pending,0.0
AMA-R13208,AMA-O7566,2024-02-25,752.7,Paid,0.0
AMA-R11735,AMA-O14051,11/29/2024,289.1,Refunded,0.0
AMA-R18361,AMA-O6258,2023-04-25,71.44,Refunded,0.0
AMA-R12961,AMA-O7430,08/03/2024,289.65,Paid,0.0
AMA-R17571,AMA-O11485,08-Aug-2025,379.85,Paid,0.0
AMA-R14464,AMA-O13122,11/10/2025,22.41,Paid,22.41
AMA-R17405,AMA-O12371,2024-07-26,149.13,Paid,0.0
AMA-R12737,AMA-O12091,08-Apr-2023,13.04,Paid,0.0
AMA-R11136,AMA-O5336,2025-03-03,357.48,Refunded,0.0
AMA-R15343,AMA-O9136,06/17/2024,136.98,Paid,0.0
AMA-R18505,AMA-O12861,2023-09-14,344.16,Paid,0.0
AMA-R14405,AMA-O9370,01/06/2024,58.4,Paid,0.0
AMA-R16417,AMA-O13260,10/12/2024,158.25,Refunded,0.0
AMA-R16026,AMA-O8547,08/16/2024,128.6,Paid,0.0
AMA-R11197,AMA-O7400,31-Aug-2024,545.92,Paid,0.0
AMA-R14395,AMA-O6082,2023-11-09,276.2,Paid,0.0
AMA-R13357,AMA-O6677,18-Apr-2023,,Paid,0.0
AMA-R14076,AMA-O6462,08/05/2024,588.91,Paid,0.0
AMA-R15387,AMA-O7035,2025-11-14,48.93,Paid,0.0
AMA-R11829,AMA-O14704,25-Nov-2025,816.8,Paid,0.0
AMA-R18352,AMA-O7542,2023-05-23,60.32,Paid,0.0
AMA-R11607,AMA-O14698,25-Jan-2024,65.06,Paid,0.0
AMA-R11396,AMA-O6636,2025-03-19,,Paid,0.0
AMA-R13429,AMA-O12757,03/13/2024,151.02,Paid,0.0
AMA-R18504,AMA-O9161,06/26/2023,49.68,Refunded,0.0
AMA-R16883,AMA-O9470,17-Jun-2024,411.55,Paid,0.0
AMA-R9634,AMA-O10047,05/14/2025,31.36,Paid,0.0
AMA-R16072,AMA-O5881,01/13/2025,418.7,Pending,0.0
AMA-R14765,AMA-O5209,08/12/2023,227.32,Paid,0.0
AMA-R15784,AMA-O6940,01/09/2023,91.25,Paid,0.0
AMA-R12769,AMA-O5566,03/27/2024,58.76,Paid,0.0
AMA-R16516,AMA-O11980,05/27/2023,15.4,Paid,0.0
AMA-R16506,AMA-O7697,06-Jul-2023,581.68,Paid,581.68
AMA-R15360,AMA-O9648,27-May-2023,142.08,Paid,0.0
AMA-R17378,AMA-O13400,06/03/2024,94.61,Paid,0.0
AMA-R12525,AMA-O14371,03/26/2025,53.25,Paid,0.0
AMA-R15415,AMA-O5942,02/03/2023,44.75,Paid,0.0
AMA-R11935,AMA-O12093,05/22/2023,728.52,Paid,728.52
AMA-R15780,AMA-O11437,24-Dec-2024,108.0,Paid,0.0
AMA-R9457,AMA-O12034,2025-04-04,19.82,Paid,0.0
AMA-R9434,AMA-O12643,05-Dec-2023,279.48,Paid,0.0
AMA-R10806,AMA-O5639,2025-12-01,70.13,Paid,0.0
AMA-R11632,AMA-O7927,01/21/2024,56.52,Paid,0.0
AMA-R13206,AMA-O8594,2023-03-08,372.2,Refunded,0.0
AMA-R15419,AMA-O7010,2025-11-04,22.52,Paid,0.0
AMA-R14615,AMA-O13808,04-Apr-2023,,Paid,0.0
AMA-R9867,AMA-O6217,2023-12-24,226.39,Paid,0.0
AMA-R18183,AMA-O8940,2023-01-16,11.92,Paid,0.0
AMA-R16008,AMA-O9738,27-Feb-2024,413.16,Paid,0.0
AMA-R10259,AMA-O12535,2025-11-08,174.82,Refunded,0.0
AMA-R13293,AMA-O9804,07-Sep-2023,129.45,Refunded,0.0
AMA-R10746,AMA-O10873,02/07/2025,73.24,Paid,0.0
AMA-R9859,AMA-O9431,2024-01-20,345.0,Paid,0.0
AMA-R16823,AMA-O6146,21-Sep-2023,45.78,Paid,0.0
AMA-R12381,AMA-O10268,05/08/2023,168.0,Paid,0.0
AMA-R13591,AMA-O10492,2024-01-30,60.34,Paid,60.34
AMA-R14098,AMA-O14560,20-Feb-2025,232.9,Refunded,0.0
AMA-R12324,AMA-O10920,2023-07-13,212.07,Paid,0.0
AMA-R18120,AMA-O7389,2024-02-20,72.07,Paid,0.0
AMA-R12627,AMA-O8960,01-Mar-2025,130.74,Pending,0.0
AMA-R15365,AMA-O12075,04/21/2024,513.76,Paid,0.0
AMA-R13229,AMA-O14972,2023-08-06,646.92,Paid,0.0
AMA-R9651,AMA-O7429,01/06/2023,2086.68,Refunded,0.0
AMA-R18367,AMA-O7427,2025-02-27,92.08,Paid,0.0
AMA-R17968,AMA-O13876,17-Jan-2023,192.85,Paid,0.0
AMA-R13004,AMA-O10617,2025-01-12,456.55,Pending,0.0
AMA-R18645,AMA-O14866,10-Oct-2024,282.93,Paid,0.0
AMA-R11007,AMA-O8385,07-Dec-2025,31.2,Paid,0.0
AMA-R17773,AMA-O11848,02/02/2024,11.61,Paid,0.0
AMA-R12022,AMA-O10397,03-Aug-2024,46.23,Paid,0.0
AMA-R11875,AMA-O7801,10/15/2023,15.66,Paid,0.0
AMA-R10052,AMA-O11751,2025-03-30,243.48,Paid,25.67
AMA-R9583,AMA-O12354,25-Oct-2023,192.9,Pending,0.0
AMA-R10104,AMA-O11640,03-Dec-2023,116.37,Paid,116.37
AMA-R15393,AMA-O8294,2024-09-27,1039.46,Paid,1039.46
AMA-R14008,AMA-O14962,07/23/2023,35.04,Paid,0.0
AMA-R10725,AMA-O12156,06-Jan-2025,102.69,Paid,0.0
AMA-R15828,AMA-O9671,2024-08-25,30.86,Paid,0.0
AMA-R17365,AMA-O6929,2025-08-24,512.9,Paid,0.0
AMA-R15662,AMA-O10459,2025-01-25,1409.78,Paid,0.0
AMA-R10501,AMA-O6994,05/12/2024,84.27,Pending,0.0
AMA-R9990,AMA-O10206,06-May-2023,18.14,Paid,0.0
AMA-R13587,AMA-O14794,2025-11-30,35.08,Paid,0.0
AMA-R10478,AMA-O11193,08-Sep-2025,230.58,Paid,0.0
AMA-R10581,AMA-O8988,06/30/2024,739.32,Refunded,0.0
AMA-R18378,AMA-O10514,2023-05-07,1360.74,Pending,0.0
AMA-R9065,AMA-O8504,20-Jan-2025,256.05,Paid,0.0
AMA-R14839,AMA-O7892,08/16/2025,205.71,Refunded,0.0
AMA-R15375,AMA-O13884,2024-01-22,38.02,Paid,0.0
AMA-R10050,AMA-O12062,12-Sep-2025,479.25,Paid,0.0
AMA-R15226,AMA-O13155,05/14/2024,12.72,Paid,0.0
AMA-R15169,AMA-O12924,2023-02-05,580.64,Pending,0.0
AMA-R11679,AMA-O13789,2024-09-11,49.12,Paid,0.0
AMA-R17785,AMA-O5682,06/03/2025,30.4,Pending,0.0
AMA-R10360,AMA-O9621,2024-04-17,57.02,Paid,0.0
AMA-R18642,AMA-O11301,14-Jul-2023,49.75,Paid,0.0
AMA-R12028,AMA-O14158,24-Jan-2025,1198.65,Paid,1198.65
AMA-R14649,AMA-O6190,2024-09-09,10.36,Paid,0.0
AMA-R15177,AMA-O7500,09-Dec-2025,64.89,Paid,0.0
AMA-R14442,AMA-O12749,21-May-2025,1029.76,Paid,0.0
AMA-R14131,AMA-O13760,09/10/2025,5.32,Refunded,0.0
AMA-R13360,AMA-O11881,15-Mar-2023,,Paid,0.0
AMA-R15964,AMA-O8179,2023-08-22,150.9,Paid,0.0
AMA-R16900,AMA-O10190,23-Nov-2023,128.25,Paid,0.0
AMA-R11792,AMA-O13725,09-Jul-2025,150.16,Pending,0.0
AMA-R13903,AMA-O12398,19-Apr-2023,28.52,Paid,0.0
AMA-R17099,AMA-O7805,01/28/2025,191.28,Refunded,0.0
AMA-R15439,AMA-O9938,08/21/2024,162.76,Paid,0.0
AMA-R9337,AMA-O9471,2023-05-16,173.29,Paid,173.29
AMA-R9287,AMA-O11652,2023-12-07,3097.65,Paid,0.0
AMA-R16627,AMA-O7187,12/16/2025,2178.78,Paid,0.0
AMA-R11338,AMA-O6527,02/25/2024,217.59,Paid,0.0
AMA-R9749,AMA-O13067,20-Feb-2025,383.6,Paid,0.0
AMA-R17629,AMA-O9424,06-Dec-2023,15.2,Paid,0.0
AMA-R15817,AMA-O11224,25-Sep-2023,149.32,Refunded,0.0
AMA-R16186,AMA-O11040,2023-03-20,111.38,Paid,0.0
AMA-R11849,AMA-O11934,04/27/2024,428.0,Paid,428.0
AMA-R11801,AMA-O13507,07-Sep-2023,459.86,Paid,0.0
AMA-R18060,AMA-O13715,09-Jan-2025,93.27,Paid,0.0
AMA-R10962,AMA-O14812,11-Aug-2024,58.65,Paid,0.0
AMA-R17324,AMA-O9657,13-Feb-2024,137.56,Paid,0.0
AMA-R11063,AMA-O5699,11-Aug-2023,14.92,Paid,0.0
AMA-R10452,AMA-O11567,02/21/2024,733.35,Paid,0.0
AMA-R15014,AMA-O9889,12/24/2024,582.62,Paid,0.0
AMA-R16809,AMA-O12539,20-Apr-2025,32.97,Paid,10.76
AMA-R14449,AMA-O13321,28-Mar-2023,90.66,Paid,0.0
AMA-R10635,AMA-O11833,2025-08-12,589.9,Paid,0.0
AMA-R15211,AMA-O10584,2025-02-20,274.46,Paid,0.0
AMA-R13580,AMA-O11327,10/11/2023,481.65,Paid,0.0
AMA-R16746,AMA-O14412,04-Feb-2025,197.1,Refunded,0.0
AMA-R16628,AMA-O5653,28-Mar-2024,393.6,Paid,0.0
AMA-R12516,AMA-O5052,07/20/2024,95.4,Refunded,0.0
AMA-R9994,AMA-O8906,2023-11-30,37.54,Refunded,0.0
AMA-R10296,AMA-O7995,03/10/2023,1551.8,Refunded,0.0
AMA-R9049,AMA-O7572,16-Feb-2023,474.96,Paid,474.96
AMA-R12397,AMA-O14338,2023-08-30,647.4,Refunded,0.0
AMA-R17474,AMA-O8353,07/24/2025,19.14,Refunded,0.0
AMA-R13762,AMA-O10494,2025-02-20,,Paid,150.72
AMA-R11476,AMA-O13745,05/07/2023,27.53,Paid,0.0
AMA-R13579,AMA-O14443,17-Jan-2024,156.9,Paid,0.0
AMA-R14252,AMA-O6341,02-Aug-2024,1228.85,Refunded,0.0
AMA-R17891,AMA-O13880,2024-04-27,128.94,Paid,0.0
AMA-R11953,AMA-O11299,2024-07-19,260.01,Paid,0.0
AMA-R13533,AMA-O8225,27-Jul-2025,153.05,Paid,0.0
AMA-R10557,AMA-O5066,2024-05-25,558.39,Paid,0.0
AMA-R14569,AMA-O12345,02/13/2025,443.56,Paid,0.0
AMA-R15044,AMA-O9980,2023-06-27,161.5,Paid,0.0
AMA-R14186,AMA-O5237,11-May-2025,233.86,Paid,0.0
AMA-R10095,AMA-O10285,2023-05-07,1191.42,Refunded,0.0
AMA-R15012,AMA-O10798,2023-01-21,1153.85,Pending,0.0
AMA-R17736,AMA-O13096,04-Jun-2025,554.01,Refunded,0.0
AMA-R16532,AMA-O14558,05/28/2024,172.5,Paid,0.0
AMA-R10696,AMA-O11250,17-Sep-2025,40.52,Paid,0.0
AMA-R12079,AMA-O14800,18-Apr-2023,81.81,Refunded,0.0
AMA-R11530,AMA-O5831,2025-07-13,71.92,Paid,0.0
AMA-R15815,AMA-O7720,21-Jan-2025,,Paid,0.0
AMA-R15463,AMA-O6438,2025-10-09,178.62,Paid,178.62
AMA-R15574,AMA-O14735,13-Dec-2023,120.1,Paid,0.0
AMA-R12124,AMA-O12702,11/04/2024,147.45,Paid,0.0
AMA-R16601,AMA-O12759,2023-09-29,718.08,Paid,0.0
AMA-R9225,AMA-O5677,17-Nov-2025,212.31,Paid,212.31
AMA-R11186,AMA-O14955,14-Aug-2024,138.16,Refunded,0.0
AMA-R11254,AMA-O8535,06/30/2024,45.28,Pending,0.0
AMA-R10910,AMA-O11714,28-Nov-2025,427.35,Paid,0.0
AMA-R12711,AMA-O10784,2024-04-16,336.08,Paid,336.08
AMA-R9762,AMA-O14023,02-Nov-2025,55.98,Paid,55.98
AMA-R11274,AMA-O10165,11/18/2023,71.9,Paid,0.0
AMA-R14571,AMA-O13726,05/08/2024,494.1,Paid,0.0
AMA-R10602,AMA-O9845,27-Oct-2025,3421.65,Paid,0.0
AMA-R15661,AMA-O12686,17-Jun-2023,45.82,Pending,0.0
AMA-R16919,AMA-O13533,16-Sep-2024,108.33,Paid,0.0
AMA-R11486,AMA-O10538,12/07/2025,28.59,Paid,0.0
AMA-R17619,AMA-O9242,14-Jan-2025,300.04,Paid,0.0
AMA-R13488,AMA-O10465,17-Sep-2024,966.5,Refunded,0.0
AMA-R9819,AMA-O11893,01/28/2023,778.88,Paid,0.0
AMA-R17593,AMA-O10947,15-Sep-2023,218.06,Paid,218.06
AMA-R16248,AMA-O13285,2025-02-03,85.07,Paid,85.07
AMA-R18389,AMA-O7751,11/16/2024,213.2,Paid,0.0
AMA-R13872,AMA-O8573,04/10/2025,117.26,Paid,0.0
AMA-R9124,AMA-O14890,17-Mar-2023,353.44,Paid,0.0
AMA-R9352,AMA-O9442,05/12/2025,308.68,Refunded,0.0
AMA-R13254,AMA-O5357,07/09/2025,54.76,Paid,54.76
AMA-R11268,AMA-O10978,2024-11-19,210.8,Paid,0.0
AMA-R11480,AMA-O9810,06/29/2023,3155.6,Paid,0.0
AMA-R12250,AMA-O10862,07-Sep-2025,55.32,Paid,0.0
AMA-R13498,AMA-O5106,11/01/2024,382.9,Paid,0.0
AMA-R17293,AMA-O5885,2023-07-02,161.0,Paid,0.0
AMA-R12973,AMA-O10548,05/10/2023,176.58,Paid,0.0
AMA-R11669,AMA-O8735,07/24/2024,148.66,Paid,0.0
AMA-R12727,AMA-O14686,10-Apr-2023,30.12,Paid,0.0
AMA-R12937,AMA-O9830,20-Jul-2024,76.33,Paid,0.0
AMA-R14627,AMA-O12607,16-Dec-2025,58.46,Paid,0.0
AMA-R14487,AMA-O14173,2025-11-06,16.7,Paid,0.0
AMA-R14424,AMA-O8016,02/24/2024,106.12,Paid,0.0
AMA-R17669,AMA-O6149,01/07/2023,59.04,Paid,0.0
AMA-R11240,AMA-O9132,04-May-2024,110.05,Pending,0.0
AMA-R13732,AMA-O7967,30-Mar-2023,107.32,Paid,107.32
AMA-R15683,AMA-O13698,21-Mar-2025,100.4,Refunded,0.0
AMA-R14997,AMA-O11859,28-Aug-2024,99.54,Paid,0.0
AMA-R10236,AMA-O7924,10-Aug-2023,259.11,Pending,0.0
AMA-R15019,AMA-O9200,13-Feb-2025,896.48,Refunded,0.0
AMA-R17992,AMA-O10773,01/01/2025,54.16,Paid,0.0
AMA-R16882,AMA-O13816,2025-02-27,129.0,Paid,0.0
AMA-R16493,AMA-O8173,10/08/2023,,Paid,0.0
AMA-R9368,AMA-O11342,2025-01-31,744.76,Paid,0.0
AMA-R16178,AMA-O13138,14-May-2025,574.95,Paid,0.0
AMA-R14739,AMA-O10476,2025-07-19,211.0,Paid,0.0
AMA-R10026,AMA-O5108,2025-01-02,709.05,Paid,0.0
AMA-R9529,AMA-O6579,07/01/2025,221.52,Refunded,0.0
AMA-R15682,AMA-O8963,09/12/2024,3716.0,Paid,465.15
AMA-R16233,AMA-O11581,2023-03-28,177.48,Paid,0.0
AMA-R16001,AMA-O13149,2023-01-01,,Paid,14.34
AMA-R15971,AMA-O9601,2024-11-27,583.35,Paid,0.0
AMA-R11518,AMA-O6753,06-Feb-2025,408.44,Paid,0.0
AMA-R9619,AMA-O8796,05/28/2024,9.2,Paid,0.0
AMA-R14182,AMA-O13969,2024-11-22,34.28,Refunded,0.0
AMA-R14794,AMA-O14395,10/18/2025,975.98,Paid,975.98
AMA-R10287,AMA-O7832,2023-08-18,191.08,Pending,0.0
AMA-R18347,AMA-O11463,2025-10-19,22.8,Paid,0.0
AMA-R12875,AMA-O8869,02/07/2023,164.56,Paid,0.0
AMA-R14248,AMA-O11467,02/01/2025,545.7,Paid,0.0
AMA-R14639,AMA-O6950,16-Nov-2023,8.41,Paid,0.0
AMA-R10479,AMA-O9213,02/02/2024,32.98,Paid,0.0
AMA-R11816,AMA-O8779,2024-06-17,258.1,Paid,0.0
AMA-R17673,AMA-O8435,20-Aug-2024,112.65,Paid,0.0
AMA-R11618,AMA-O12588,02/10/2024,293.92,Paid,0.0
AMA-R16060,AMA-O12028,01-Oct-2024,,Paid,0.0
AMA-R13906,AMA-O9177,20-Aug-2023,5.33,Pending,0.0
AMA-R9295,AMA-O8450,2025-03-02,89.73,Paid,0.0
AMA-R17986,AMA-O9322,2025-12-11,104.5,Paid,0.0
AMA-R12019,AMA-O7069,07-Sep-2023,67.92,Paid,0.0
AMA-R15541,AMA-O7564,12/31/2025,271.08,Paid,271.08
AMA-R17487,AMA-O12326,09/08/2024,245.25,Paid,0.0
AMA-R15551,AMA-O12209,22-Jan-2024,76.84,Paid,0.0
AMA-R16104,AMA-O7466,31-Aug-2025,68.31,Paid,0.0
AMA-R15537,AMA-O6901,07/27/2024,,Paid,0.0
AMA-R15458,AMA-O12945,2023-08-31,683.85,Paid,0.0
AMA-R15322,AMA-O9614,12/24/2023,69.74,Refunded,0.0
